Word,DominantModality,VisualStrengthMean,HapticStrengthMean,AuditoryStrengthMean,GustatoryStrengthMean,OlfactoryStrengthMean,ModalityExclusivity
object,Visual,4.529411765,4.294117647,2.941176471,2.411764706,2.647058824,0.125874126
opening,Visual,4.411764706,3.411764706,2.058823529,0.058823529,0.352941176,0.422857143
opportunity,Visual,4.235294118,1.705882353,3.588235294,0.411764706,0.470588235,0.367231638
opposition,Visual,3.823529412,1.352941176,3.058823529,0,0.411764706,0.442176871
origin,Visual,2.470588235,0.411764706,2.058823529,0.352941176,0.647058824,0.356435644
owner,Visual,3.882352941,1.352941176,2.470588235,0,0.647058824,0.464788732
paint,Visual,4.588235294,2.823529412,0.470588235,0.470588235,3.882352941,0.336538462
pair,Visual,4.235294118,2.235294118,1.588235294,0.176470588,0.058823529,0.503546099
paper,Visual,4.411764706,4,1.5625,0.5625,1.5625,0.318140383
pat,Haptic,3.058823529,4.294117647,2.117647059,0.117647059,0.058823529,0.43902439
philosophy,Auditory,1.647058824,0.235294118,3.411764706,0,0.058823529,0.637362637
piece,Visual,3.9375,3,1.125,1.6875,0.9375,0.280701754
plan,Auditory,3.411764706,1.058823529,3.647058824,0.1875,0.117647059,0.419030991
plane,Visual,4.529411765,2.529411765,4.294117647,0.411764706,0.941176471,0.324074074
platform,Visual,4.176470588,2.058823529,1.058823529,0,0.25,0.553606238
poet,Auditory,3.058823529,0.764705882,3.764705882,0,0.411764706,0.470588235
poetry,Auditory,3.058823529,0.588235294,4.352941176,0.058823529,0.117647059,0.525179856
president,Visual,3.764705882,0.647058824,3.411764706,0,0.352941176,0.460431655
pressure,Visual,3.294117647,2.705882353,2.764705882,0.058823529,0.058823529,0.364238411
pride,Visual,3.235294118,0.705882353,2.882352941,0.058823529,0.117647059,0.453781513
prince,Visual,3.764705882,1,3,0,0.529411765,0.453900709
problem,Auditory,3.411764706,1.375,3.529411765,0.294117647,0.588235294,0.351718625
promotion,Auditory,3,0.882352941,3.411764706,0.235294118,0.235294118,0.409090909
proof,Visual,3.882352941,2.058823529,3.352941176,1.117647059,1.352941176,0.235
provision,Visual,2.352941176,1,0.9375,0.75,0.5,0.334439283
public,Visual,4.470588235,2.058823529,3.823529412,0,1.117647059,0.38974359
pupil,Visual,3.529411765,1.294117647,2,0.058823529,0.647058824,0.4609375
purpose,Auditory,2.4375,1.0625,2.5625,0.066666667,0.25,0.391247551
quantity,Visual,4.411764706,3,2,0.411764706,0.352941176,0.398843931
quarrel,Auditory,3.941176471,0.705882353,4.647058824,0,0,0.5
question,Auditory,2.705882353,0.117647059,4.705882353,0,0,0.625
quick,Visual,3.882352941,1.705882353,2.294117647,0.058823529,0.235294118,0.467625899
race,Visual,4.588235294,1.647058824,2.588235294,0.058823529,0.235294118,0.496774194
recall,Visual,3.117647059,1.764705882,2.941176471,1.5625,2,0.136583791
recognition,Visual,4.235294118,2.625,3.9375,1.9375,2.5,0.150820463
reduction,Visual,3.529411765,1.764705882,2.058823529,0.764705882,0.647058824,0.32885906
rent,Visual,2.941176471,1.176470588,1.764705882,0,0,0.5
requirement,Visual,3.3125,0.8125,2.625,0.75,0.6,0.334876543
resistance,Visual,3.625,2.8125,2.3125,0.125,0.3125,0.380952381
rifle,Auditory,4,3.25,4.125,0.125,1.375,0.310679612
rock,Visual,4.352941176,4.176470588,1.647058824,0.058823529,0.294117647,0.407821229
safety,Visual,3.529411765,2.588235294,2.117647059,0.058823529,0.294117647,0.404109589
satisfaction,Visual,3.705882353,2.588235294,3.176470588,2.294117647,1.647058824,0.153508772
sea,Visual,4.764705882,3.705882353,4.058823529,2.882352941,3.411764706,0.1
selection,Visual,2.9375,1.75,2.3125,1.1875,1.5625,0.179487179
shirt,Visual,4.470588235,4.235294118,0.176470588,0,1.882352941,0.415300546
shock,Visual,4.235294118,2.235294118,3.882352941,0.529411765,0.352941176,0.345549738
sight,Visual,5,0.411764706,0.470588235,0.117647059,0.117647059,0.798076923
sister,Auditory,3.529411765,2.529411765,3.625,0.176470588,2.176470588,0.286499695
situation,Visual,3.941176471,2.058823529,3.176470588,0.647058824,1.294117647,0.296296296
skirt,Visual,4.882352941,3.764705882,0.705882353,0,0.529411765,0.494047619
sound,Auditory,0.764705882,0.588235294,5,0,0.0625,0.779369628
spite,Auditory,2.3125,0.375,2.875,0,0,0.516853933
strain,Haptic,3,3.235294118,2.117647059,0.235294118,0.529411765,0.329032258
success,Visual,3.705882353,1.470588235,3.117647059,0.647058824,0.235294118,0.378205128
supper,Gustatory,4.352941176,2.764705882,1.705882353,4.882352941,4.058823529,0.178807947
supply,Visual,3,1.411764706,1.125,0.352941176,0.647058824,0.404949381
suspicion,Visual,3.176470588,1.117647059,2.705882353,0.176470588,0.352941176,0.3984375
taste,Gustatory,1.25,1.647058824,0.235294118,5,2.352941176,0.454417952
tax,Visual,3.529411765,0.882352941,1.411764706,0,0,0.606060606
team,Visual,4.1875,1.9375,3.8125,0.0625,0.75,0.38372093
throw,Visual,4.176470588,3.176470588,1.470588235,0,0,0.473333333
treat,Gustatory,3.117647059,2.705882353,1.588235294,3.470588235,1.882352941,0.147465438
trial,Visual,2.882352941,0.705882353,2.411764706,0.352941176,0.294117647,0.389380531
trust,Auditory,3.294117647,1.588235294,3.352941176,0.117647059,0.058823529,0.391608392
turn,Visual,3.882352941,1.823529412,1.941176471,0,0.176470588,0.496240602
type,Visual,3.294117647,2.705882353,2.411764706,1.647058824,1.588235294,0.146464646
under,Visual,4.235294118,2.705882353,1.1875,0,0.117647059,0.51359786
unit,Visual,3.0625,1.866666667,1.5,0.375,0.375,0.374347069
value,Visual,3.411764706,1.882352941,2.705882353,0.647058824,0.529411765,0.314102564
volume,Auditory,1.647058824,1.117647059,4.352941176,0.235294118,0.176470588,0.5546875
vote,Visual,3.176470588,1.705882353,2.352941176,0,0,0.43902439
wage,Visual,3.588235294,2.705882353,0.3125,0,0.117647059,0.533624932
weather,Visual,4.764705882,3,3.176470588,0.235294118,1.764705882,0.35
welcome,Auditory,3.941176471,2.125,3.941176471,0.5625,0.5625,0.303500661
work,Visual,3.588235294,2.294117647,2.470588235,0.6875,0.882352941,0.292330493
writing,Visual,4.588235294,2,1.058823529,0,0.0625,0.595135908
zero,Visual,2.75,0.5625,1.3125,0.0625,0.1875,0.551282051
